Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_28_37,VDD,Metal1,32.5280,128.6680,4.999981
FILLER_28_34,VDD,Metal1,26.0400,129.3600,4.999981
FILLER_28_18,VDD,Metal1,21.8880,128.6680,4.999983
FILLER_27_325,VDD,Metal1,189.0000,121.5200,4.999949
FILLER_27_323,VDD,Metal1,188.1600,121.5200,4.999949
FILLER_27_319,VDD,Metal1,186.8600,121.9525,4.999949
FILLER_27_302,VDD,Metal1,176.1200,121.5200,4.999948
FILLER_27_298,VDD,Metal1,175.1000,121.9525,4.999948
FILLER_27_282,VDD,Metal1,169.7280,122.2120,4.999948
FILLER_27_278,VDD,Metal1,162.9600,121.5200,4.999947
FILLER_27_270,VDD,Metal1,160.6665,122.0965,4.999947
FILLER_27_254,VDD,Metal1,154.0480,122.2120,4.999947
FILLER_27_223,VDD,Metal1,132.1600,121.5200,4.999942
FILLER_27_208,VDD,Metal1,123.7600,121.5200,4.999939
FILLER_27_192,VDD,Metal1,119.3280,122.2120,4.999939
FILLER_27_139,VDD,Metal1,84.8400,121.5200,4.999939
FILLER_27_130,VDD,Metal1,79.8000,121.5200,4.999939
FILLER_27_128,VDD,Metal1,78.9600,121.5200,4.999939
FILLER_27_124,VDD,Metal1,77.6600,121.9525,4.999939
FILLER_27_116,VDD,Metal1,74.4265,122.0965,4.999939
FILLER_27_109,VDD,Metal1,68.3200,121.5200,4.999939
FILLER_27_101,VDD,Metal1,66.0265,122.0965,4.999939
FILLER_27_85,VDD,Metal1,59.4080,122.2120,4.999940
FILLER_27_78,VDD,Metal1,50.6800,121.5200,4.999940
FILLER_27_76,VDD,Metal1,49.8400,121.5200,4.999940
FILLER_27_72,VDD,Metal1,48.5400,121.9525,4.999940
FILLER_27_33,VDD,Metal1,25.4800,121.5200,4.999942
FILLER_27_31,VDD,Metal1,24.6400,121.5200,4.999942
FILLER_27_2,VDD,Metal1,8.1200,121.5200,4.999942
FILLER_26_325,VDD,Metal1,189.0000,121.5200,4.999949
FILLER_26_317,VDD,Metal1,186.9865,120.9430,4.999949
FILLER_26_297,VDD,Metal1,173.6000,121.5200,4.999948
FILLER_26_267,VDD,Metal1,156.5200,121.5200,4.999947
FILLER_26_265,VDD,Metal1,155.6800,121.5200,4.999947
FILLER_26_261,VDD,Metal1,154.3800,121.0875,4.999947
FILLER_26_208,VDD,Metal1,123.4800,121.5200,4.999939
FILLER_26_206,VDD,Metal1,122.6400,121.5200,4.999939
FILLER_26_173,VDD,Metal1,104.1600,121.5200,4.999938
FILLER_26_169,VDD,Metal1,102.8600,121.0875,4.999938
FILLER_26_153,VDD,Metal1,92.6800,121.5200,4.999938
FILLER_26_149,VDD,Metal1,91.6600,121.0875,4.999938
FILLER_26_141,VDD,Metal1,88.4265,120.9430,4.999938
FILLER_26_103,VDD,Metal1,64.9600,121.5200,4.999939
FILLER_26_95,VDD,Metal1,62.6665,120.9430,4.999939
FILLER_26_63,VDD,Metal1,51.6355,120.7510,4.999940
FILLER_26_49,VDD,Metal1,34.4400,121.5200,4.999940
FILLER_26_45,VDD,Metal1,33.4200,121.0875,4.999940
FILLER_26_37,VDD,Metal1,30.1865,120.9430,4.999940
FILLER_26_34,VDD,Metal1,26.0400,121.5200,4.999942
FILLER_25_296,VDD,Metal1,172.7600,113.6800,4.999958
FILLER_25_294,VDD,Metal1,171.9200,113.6800,4.999958
FILLER_25_290,VDD,Metal1,170.6200,114.1125,4.999958
FILLER_25_282,VDD,Metal1,167.3865,114.2565,4.999958
FILLER_25_278,VDD,Metal1,162.9600,113.6800,4.999956
FILLER_25_274,VDD,Metal1,161.6600,114.1125,4.999956
FILLER_25_239,VDD,Metal1,140.8400,113.6800,4.999955
FILLER_25_223,VDD,Metal1,136.6880,114.3720,4.999955
FILLER_25_214,VDD,Metal1,126.8400,113.6800,4.999955
FILLER_25_212,VDD,Metal1,126.0000,113.6800,4.999955
FILLER_25_209,VDD,Metal1,124.0400,113.6800,4.999955
FILLER_25_201,VDD,Metal1,122.0265,114.2565,4.999955
FILLER_25_185,VDD,Metal1,115.4080,114.3720,4.999955
FILLER_25_154,VDD,Metal1,93.5200,113.6800,4.999955
FILLER_25_150,VDD,Metal1,92.2200,114.1125,4.999955
FILLER_25_142,VDD,Metal1,88.9865,114.2565,4.999954
FILLER_25_136,VDD,Metal1,84.3800,114.1125,4.999954
FILLER_25_128,VDD,Metal1,81.1465,114.2565,4.999953
FILLER_25_112,VDD,Metal1,74.5280,114.3720,4.999953
FILLER_25_97,VDD,Metal1,61.6000,113.6800,4.999950
FILLER_25_93,VDD,Metal1,60.3000,114.1125,4.999949
FILLER_25_72,VDD,Metal1,47.3200,113.6800,4.999949
FILLER_25_68,VDD,Metal1,45.3600,113.6800,4.999949
FILLER_25_64,VDD,Metal1,44.0600,114.1125,4.999949
FILLER_25_52,VDD,Metal1,36.1200,113.6800,4.999949
FILLER_25_36,VDD,Metal1,31.9680,114.3720,4.999949
FILLER_24_325,VDD,Metal1,189.0000,113.6800,4.999961
FILLER_24_317,VDD,Metal1,186.9865,113.1030,4.999961
FILLER_24_314,VDD,Metal1,182.8400,113.6800,4.999961
FILLER_24_303,VDD,Metal1,176.6800,113.6800,4.999961
FILLER_24_295,VDD,Metal1,174.6665,113.1030,4.999961
FILLER_24_279,VDD,Metal1,168.0480,112.9880,4.999958
FILLER_24_247,VDD,Metal1,154.6755,112.9110,4.999956
FILLER_24_241,VDD,Metal1,143.1800,113.2475,4.999956
FILLER_24_177,VDD,Metal1,124.4750,112.8655,4.999955
FILLER_24_174,VDD,Metal1,104.4400,113.6800,4.999955
FILLER_24_141,VDD,Metal1,87.1800,113.2475,4.999954
FILLER_24_133,VDD,Metal1,83.9465,113.1030,4.999954
FILLER_24_117,VDD,Metal1,77.3280,112.9880,4.999953
FILLER_24_111,VDD,Metal1,69.1600,113.6800,4.999952
FILLER_24_107,VDD,Metal1,68.1400,113.2475,4.999951
FILLER_24_94,VDD,Metal1,59.9200,113.6800,4.999949
FILLER_24_43,VDD,Metal1,31.0800,113.6800,4.999949
FILLER_24_41,VDD,Metal1,30.2400,113.6800,4.999950
FILLER_24_37,VDD,Metal1,28.9400,113.2475,4.999950
FILLER_24_34,VDD,Metal1,26.0400,113.6800,4.999951
FILLER_24_26,VDD,Metal1,24.0265,113.1030,4.999964
FILLER_23_324,VDD,Metal1,188.7200,105.8400,4.999944
FILLER_23_308,VDD,Metal1,184.2880,106.5320,4.999944
FILLER_23_303,VDD,Metal1,176.6800,105.8400,4.999944
FILLER_23_301,VDD,Metal1,175.8400,105.8400,4.999944
FILLER_23_297,VDD,Metal1,174.5400,106.2725,4.999944
FILLER_23_276,VDD,Metal1,162.7800,106.2725,4.999944
FILLER_23_212,VDD,Metal1,144.0750,106.6540,4.999936
FILLER_23_209,VDD,Metal1,124.0400,105.8400,4.999933
FILLER_23_207,VDD,Metal1,123.2000,105.8400,4.999933
FILLER_23_203,VDD,Metal1,121.9000,106.2725,4.999911
FILLER_23_195,VDD,Metal1,116.4800,105.8400,4.999908
FILLER_23_191,VDD,Metal1,115.1800,106.2725,4.999908
FILLER_23_175,VDD,Metal1,109.8080,106.5320,4.999908
FILLER_23_158,VDD,Metal1,95.7600,105.8400,4.999901
FILLER_23_142,VDD,Metal1,86.5200,105.8400,4.999901
FILLER_23_104,VDD,Metal1,65.5200,105.8400,4.999903
FILLER_23_90,VDD,Metal1,57.4000,105.8400,4.999907
FILLER_23_80,VDD,Metal1,52.0800,105.8400,4.999909
FILLER_23_72,VDD,Metal1,49.7865,106.4165,4.999909
FILLER_22_325,VDD,Metal1,189.0000,105.8400,4.999944
FILLER_22_317,VDD,Metal1,186.9865,105.2630,4.999944
FILLER_22_311,VDD,Metal1,182.3800,105.4075,4.999944
FILLER_22_272,VDD,Metal1,159.3200,105.8400,4.999936
FILLER_22_270,VDD,Metal1,158.4800,105.8400,4.999936
FILLER_22_266,VDD,Metal1,157.1800,105.4075,4.999936
FILLER_22_258,VDD,Metal1,153.9465,105.2630,4.999936
FILLER_22_251,VDD,Metal1,147.5600,105.8400,4.999936
FILLER_22_247,VDD,Metal1,146.5400,105.4075,4.999936
FILLER_22_235,VDD,Metal1,138.8800,105.8400,4.999936
FILLER_22_227,VDD,Metal1,136.5865,105.2630,4.999936
FILLER_22_211,VDD,Metal1,129.9680,105.1480,4.999936
FILLER_22_197,VDD,Metal1,117.3200,105.8400,4.999911
FILLER_22_195,VDD,Metal1,116.4800,105.8400,4.999908
FILLER_22_181,VDD,Metal1,108.6400,105.8400,4.999908
FILLER_22_177,VDD,Metal1,107.3400,105.4075,4.999908
FILLER_22_173,VDD,Metal1,104.1600,105.8400,4.999903
FILLER_22_115,VDD,Metal1,73.8665,105.2630,4.999901
FILLER_22_101,VDD,Metal1,64.7800,105.4075,4.999903
FILLER_22_93,VDD,Metal1,61.5465,105.2630,4.999903
FILLER_22_81,VDD,Metal1,52.6400,105.8400,4.999909
FILLER_22_77,VDD,Metal1,51.3400,105.4075,4.999909
FILLER_22_67,VDD,Metal1,44.8000,105.8400,4.999912
FILLER_22_49,VDD,Metal1,34.4400,105.8400,4.999912
FILLER_22_45,VDD,Metal1,33.4200,105.4075,4.999912
FILLER_22_37,VDD,Metal1,30.1865,105.2630,4.999912
FILLER_22_18,VDD,Metal1,17.0800,105.8400,4.999917
FILLER_21_296,VDD,Metal1,172.7600,98.0000,4.999970
FILLER_21_294,VDD,Metal1,171.9200,98.0000,4.999970
FILLER_21_290,VDD,Metal1,170.6200,98.4325,4.999970
FILLER_21_282,VDD,Metal1,167.3865,98.5765,4.999970
FILLER_21_279,VDD,Metal1,163.2400,98.0000,4.999970
FILLER_21_271,VDD,Metal1,161.2265,98.5765,4.999970
FILLER_21_228,VDD,Metal1,134.6800,98.0000,4.999969
FILLER_21_220,VDD,Metal1,132.6665,98.5765,4.999969
FILLER_21_209,VDD,Metal1,124.0400,98.0000,4.999968
FILLER_21_205,VDD,Metal1,123.0200,98.4325,4.999968
FILLER_21_188,VDD,Metal1,112.2800,98.0000,4.999966
FILLER_21_184,VDD,Metal1,111.2600,98.4325,4.999966
FILLER_21_178,VDD,Metal1,106.9600,98.0000,4.999966
FILLER_21_174,VDD,Metal1,105.6600,98.4325,4.999966
FILLER_21_142,VDD,Metal1,95.8755,98.7685,4.999965
FILLER_21_128,VDD,Metal1,79.9000,98.4325,4.999968
FILLER_21_120,VDD,Metal1,76.6665,98.5765,4.999968
FILLER_21_104,VDD,Metal1,70.0480,98.6920,4.999968
FILLER_21_72,VDD,Metal1,56.6755,98.7685,4.999968
FILLER_21_68,VDD,Metal1,45.3600,98.0000,4.999969
FILLER_21_56,VDD,Metal1,38.6400,98.0000,4.999970
FILLER_21_40,VDD,Metal1,34.2080,98.6920,4.999970
FILLER_21_2,VDD,Metal1,9.3400,98.4325,4.999970
FILLER_20_325,VDD,Metal1,189.0000,98.0000,4.999972
FILLER_20_317,VDD,Metal1,186.9865,97.4230,4.999972
FILLER_20_314,VDD,Metal1,182.8400,98.0000,4.999972
FILLER_20_312,VDD,Metal1,182.0000,98.0000,4.999972
FILLER_20_308,VDD,Metal1,180.7000,97.5675,4.999972
FILLER_20_298,VDD,Metal1,173.8800,98.0000,4.999970
FILLER_20_296,VDD,Metal1,173.0400,98.0000,4.999970
FILLER_20_292,VDD,Metal1,171.7400,97.5675,4.999970
FILLER_20_261,VDD,Metal1,153.4400,98.0000,4.999970
FILLER_20_253,VDD,Metal1,151.1465,97.4230,4.999970
FILLER_20_243,VDD,Metal1,143.3600,98.0000,4.999970
FILLER_20_231,VDD,Metal1,137.5800,97.5675,4.999969
FILLER_20_223,VDD,Metal1,134.3465,97.4230,4.999969
FILLER_20_199,VDD,Metal1,118.4400,98.0000,4.999966
FILLER_20_197,VDD,Metal1,117.6000,98.0000,4.999966
FILLER_20_191,VDD,Metal1,113.9600,98.0000,4.999966
FILLER_20_189,VDD,Metal1,113.1200,98.0000,4.999966
FILLER_20_185,VDD,Metal1,111.8200,97.5675,4.999966
FILLER_20_177,VDD,Metal1,108.5865,97.4230,4.999966
FILLER_20_115,VDD,Metal1,73.8665,97.4230,4.999968
FILLER_20_104,VDD,Metal1,65.2400,98.0000,4.999968
FILLER_20_102,VDD,Metal1,64.4000,98.0000,4.999968
FILLER_20_70,VDD,Metal1,55.5555,97.2310,4.999968
FILLER_20_61,VDD,Metal1,41.1600,98.0000,4.999970
FILLER_20_53,VDD,Metal1,39.1465,97.4230,4.999970
FILLER_20_37,VDD,Metal1,32.5280,97.3080,4.999970
FILLER_20_34,VDD,Metal1,26.0400,98.0000,4.999970
FILLER_20_32,VDD,Metal1,25.2000,98.0000,4.999970
FILLER_20_28,VDD,Metal1,23.9000,97.5675,4.999971
FILLER_20_18,VDD,Metal1,17.3600,98.0000,4.999970
FILLER_19_325,VDD,Metal1,189.0000,90.1600,4.999970
FILLER_19_309,VDD,Metal1,184.8480,90.8520,4.999970
FILLER_19_302,VDD,Metal1,176.4000,90.1600,4.999970
FILLER_19_298,VDD,Metal1,175.1000,90.5925,4.999970
FILLER_19_282,VDD,Metal1,169.7280,90.8520,4.999970
FILLER_19_264,VDD,Metal1,154.8400,90.1600,4.999968
FILLER_19_262,VDD,Metal1,154.0000,90.1600,4.999968
FILLER_19_212,VDD,Metal1,130.5280,90.8520,4.999968
FILLER_19_209,VDD,Metal1,124.0400,90.1600,4.999968
FILLER_19_207,VDD,Metal1,123.2000,90.1600,4.999968
FILLER_19_198,VDD,Metal1,117.8800,90.1600,4.999968
FILLER_19_194,VDD,Metal1,116.8600,90.5925,4.999968
FILLER_19_178,VDD,Metal1,111.4880,90.8520,4.999968
FILLER_19_158,VDD,Metal1,96.7000,90.5925,4.999966
FILLER_19_150,VDD,Metal1,93.4665,90.7365,4.999966
FILLER_19_142,VDD,Metal1,87.7400,90.5925,4.999966
FILLER_19_120,VDD,Metal1,74.4800,90.1600,4.999965
FILLER_19_88,VDD,Metal1,65.6355,90.9285,4.999963
FILLER_19_74,VDD,Metal1,48.4400,90.1600,4.999969
FILLER_19_72,VDD,Metal1,47.6000,90.1600,4.999969
FILLER_19_69,VDD,Metal1,45.6400,90.1600,4.999971
FILLER_19_53,VDD,Metal1,41.4880,90.8520,4.999971
FILLER_19_21,VDD,Metal1,28.1155,90.9285,4.999971
FILLER_19_8,VDD,Metal1,11.4800,90.1600,4.999971
FILLER_19_6,VDD,Metal1,10.6400,90.1600,4.999971
FILLER_19_2,VDD,Metal1,9.3400,90.5925,4.999971
FILLER_18_325,VDD,Metal1,189.0000,90.1600,4.999970
FILLER_18_317,VDD,Metal1,186.9865,89.5830,4.999970
FILLER_18_313,VDD,Metal1,182.5600,90.1600,4.999970
FILLER_18_307,VDD,Metal1,178.9200,90.1600,4.999970
FILLER_18_303,VDD,Metal1,177.9000,89.7275,4.999970
FILLER_18_295,VDD,Metal1,174.6665,89.5830,4.999970
FILLER_18_279,VDD,Metal1,168.0480,89.4680,4.999970
FILLER_18_247,VDD,Metal1,154.6755,89.3910,4.999968
FILLER_18_241,VDD,Metal1,143.1800,89.7275,4.999968
FILLER_18_177,VDD,Metal1,124.4750,89.3455,4.999968
FILLER_18_173,VDD,Metal1,104.1600,90.1600,4.999966
FILLER_18_169,VDD,Metal1,102.8600,89.7275,4.999966
FILLER_18_134,VDD,Metal1,82.0400,90.1600,4.999966
FILLER_18_132,VDD,Metal1,81.2000,90.1600,4.999966
FILLER_18_128,VDD,Metal1,79.9000,89.7275,4.999966
FILLER_18_120,VDD,Metal1,76.6665,89.5830,4.999966
FILLER_18_107,VDD,Metal1,69.3865,89.5830,4.999963
FILLER_18_92,VDD,Metal1,60.9865,89.5830,4.999963
FILLER_18_74,VDD,Metal1,48.4400,90.1600,4.999969
FILLER_18_72,VDD,Metal1,47.6000,90.1600,4.999969
FILLER_18_68,VDD,Metal1,46.3000,89.7275,4.999971
FILLER_18_60,VDD,Metal1,43.0665,89.5830,4.999971
FILLER_18_49,VDD,Metal1,34.4400,90.1600,4.999971
FILLER_18_45,VDD,Metal1,33.4200,89.7275,4.999971
FILLER_18_37,VDD,Metal1,30.1865,89.5830,4.999971
FILLER_18_34,VDD,Metal1,26.0400,90.1600,4.999971
FILLER_18_26,VDD,Metal1,24.0265,89.5830,4.999971
FILLER_17_325,VDD,Metal1,189.0000,82.3200,4.999970
FILLER_17_294,VDD,Metal1,171.9200,82.3200,4.999968
FILLER_17_290,VDD,Metal1,170.6200,82.7525,4.999968
FILLER_17_282,VDD,Metal1,167.3865,82.8965,4.999968
FILLER_17_264,VDD,Metal1,159.6480,83.0120,4.999968
FILLER_17_228,VDD,Metal1,134.9600,82.3200,4.999964
FILLER_17_212,VDD,Metal1,130.5280,83.0120,4.999964
FILLER_17_170,VDD,Metal1,102.4800,82.3200,4.999959
FILLER_17_166,VDD,Metal1,101.1800,82.7525,4.999958
FILLER_17_158,VDD,Metal1,97.9465,82.8965,4.999958
FILLER_17_142,VDD,Metal1,91.3280,83.0120,4.999958
FILLER_17_138,VDD,Metal1,84.5600,82.3200,4.999957
FILLER_17_130,VDD,Metal1,82.2665,82.8965,4.999957
FILLER_17_114,VDD,Metal1,75.6480,83.0120,4.999957
FILLER_17_76,VDD,Metal1,49.8400,82.3200,4.999957
FILLER_17_72,VDD,Metal1,48.5400,82.7525,4.999957
FILLER_16_325,VDD,Metal1,189.0000,82.3200,4.999970
FILLER_16_317,VDD,Metal1,186.9865,81.7430,4.999970
FILLER_16_314,VDD,Metal1,182.8400,82.3200,4.999970
FILLER_16_312,VDD,Metal1,182.0000,82.3200,4.999970
FILLER_16_296,VDD,Metal1,173.0400,82.3200,4.999968
FILLER_16_292,VDD,Metal1,171.7400,81.8875,4.999968
FILLER_16_261,VDD,Metal1,153.4400,82.3200,4.999966
FILLER_16_253,VDD,Metal1,151.1465,81.7430,4.999966
FILLER_16_244,VDD,Metal1,143.6400,82.3200,4.999966
FILLER_16_242,VDD,Metal1,142.8000,82.3200,4.999966
FILLER_16_238,VDD,Metal1,141.5000,81.8875,4.999966
FILLER_16_229,VDD,Metal1,135.2400,82.3200,4.999964
FILLER_16_227,VDD,Metal1,134.4000,82.3200,4.999964
FILLER_16_223,VDD,Metal1,133.1000,81.8875,4.999964
FILLER_16_215,VDD,Metal1,129.8665,81.7430,4.999964
FILLER_16_190,VDD,Metal1,113.6800,82.3200,4.999960
FILLER_16_177,VDD,Metal1,106.1200,82.3200,4.999959
FILLER_16_169,VDD,Metal1,101.6400,82.3200,4.999958
FILLER_16_167,VDD,Metal1,100.8000,82.3200,4.999958
FILLER_16_163,VDD,Metal1,99.5000,81.8875,4.999958
FILLER_16_155,VDD,Metal1,96.2665,81.7430,4.999958
FILLER_16_139,VDD,Metal1,89.6480,81.6280,4.999958
FILLER_16_107,VDD,Metal1,76.2755,81.5510,4.999957
FILLER_16_104,VDD,Metal1,65.2400,82.3200,4.999957
FILLER_16_102,VDD,Metal1,64.4000,82.3200,4.999957
FILLER_16_98,VDD,Metal1,63.1000,81.8875,4.999957
FILLER_16_90,VDD,Metal1,59.8665,81.7430,4.999957
FILLER_16_74,VDD,Metal1,53.2480,81.6280,4.999957
FILLER_16_51,VDD,Metal1,35.5600,82.3200,4.999957
FILLER_16_49,VDD,Metal1,34.7200,82.3200,4.999957
FILLER_16_45,VDD,Metal1,33.4200,81.8875,4.999957
FILLER_16_37,VDD,Metal1,30.1865,81.7430,4.999957
FILLER_16_33,VDD,Metal1,25.7600,82.3200,4.999959
FILLER_16_24,VDD,Metal1,20.4400,82.3200,4.999959
FILLER_15_325,VDD,Metal1,189.0000,74.4800,4.999989
FILLER_15_323,VDD,Metal1,188.1600,74.4800,4.999989
FILLER_15_290,VDD,Metal1,170.6200,74.9125,4.999988
FILLER_15_282,VDD,Metal1,167.3865,75.0565,4.999988
FILLER_15_264,VDD,Metal1,154.8400,74.4800,4.999987
FILLER_15_260,VDD,Metal1,153.8200,74.9125,4.999987
FILLER_15_244,VDD,Metal1,148.4480,75.1720,4.999987
FILLER_15_212,VDD,Metal1,135.0755,75.2485,4.999987
FILLER_15_189,VDD,Metal1,112.8400,74.4800,4.999986
FILLER_15_187,VDD,Metal1,112.0000,74.4800,4.999986
FILLER_15_183,VDD,Metal1,110.7000,74.9125,4.999986
FILLER_15_170,VDD,Metal1,102.2000,74.4800,4.999983
FILLER_15_166,VDD,Metal1,101.1800,74.9125,4.999983
FILLER_15_158,VDD,Metal1,97.9465,75.0565,4.999983
FILLER_15_142,VDD,Metal1,91.3280,75.1720,4.999983
FILLER_15_139,VDD,Metal1,84.8400,74.4800,4.999983
FILLER_15_137,VDD,Metal1,84.0000,74.4800,4.999983
FILLER_15_129,VDD,Metal1,81.7065,75.0565,4.999983
FILLER_15_121,VDD,Metal1,75.9800,74.9125,4.999983
FILLER_15_105,VDD,Metal1,65.8000,74.4800,4.999983
FILLER_15_99,VDD,Metal1,62.4400,74.4800,4.999983
FILLER_15_97,VDD,Metal1,61.6000,74.4800,4.999983
FILLER_15_93,VDD,Metal1,60.3000,74.9125,4.999983
FILLER_15_85,VDD,Metal1,57.0665,75.0565,4.999983
FILLER_15_76,VDD,Metal1,49.8400,74.4800,4.999983
FILLER_15_72,VDD,Metal1,48.5400,74.9125,4.999984
FILLER_15_69,VDD,Metal1,45.6400,74.4800,4.999984
FILLER_15_65,VDD,Metal1,44.6200,74.9125,4.999984
FILLER_15_57,VDD,Metal1,41.3865,75.0565,4.999984
FILLER_15_41,VDD,Metal1,34.7680,75.1720,4.999984
FILLER_15_6,VDD,Metal1,10.3600,74.4800,4.999984
FILLER_15_2,VDD,Metal1,9.3400,74.9125,4.999984
FILLER_14_325,VDD,Metal1,189.0000,74.4800,4.999989
FILLER_14_317,VDD,Metal1,186.9865,73.9030,4.999989
FILLER_14_314,VDD,Metal1,182.8400,74.4800,4.999989
FILLER_14_312,VDD,Metal1,182.0000,74.4800,4.999989
FILLER_14_303,VDD,Metal1,177.9000,74.0475,4.999989
FILLER_14_295,VDD,Metal1,174.6665,73.9030,4.999989
FILLER_14_279,VDD,Metal1,168.0480,73.7880,4.999988
FILLER_14_247,VDD,Metal1,154.6755,73.7110,4.999987
FILLER_14_235,VDD,Metal1,139.8200,74.0475,4.999987
FILLER_14_225,VDD,Metal1,133.2800,74.4800,4.999987
FILLER_14_217,VDD,Metal1,130.9865,73.9030,4.999987
FILLER_14_201,VDD,Metal1,124.3680,73.7880,4.999987
FILLER_14_195,VDD,Metal1,116.2000,74.4800,4.999986
FILLER_14_193,VDD,Metal1,115.3600,74.4800,4.999986
FILLER_14_177,VDD,Metal1,110.9280,73.7880,4.999986
FILLER_14_174,VDD,Metal1,104.4400,74.4800,4.999983
FILLER_14_172,VDD,Metal1,103.6000,74.4800,4.999983
FILLER_14_164,VDD,Metal1,101.3065,73.9030,4.999983
FILLER_14_129,VDD,Metal1,79.2400,74.4800,4.999983
FILLER_14_121,VDD,Metal1,77.2265,73.9030,4.999983
FILLER_14_104,VDD,Metal1,65.2400,74.4800,4.999983
FILLER_14_96,VDD,Metal1,63.2265,73.9030,4.999983
FILLER_14_80,VDD,Metal1,56.6080,73.7880,4.999983
FILLER_14_73,VDD,Metal1,48.1600,74.4800,4.999984
FILLER_14_69,VDD,Metal1,46.8600,74.0475,4.999984
FILLER_14_61,VDD,Metal1,41.4400,74.4800,4.999984
FILLER_14_53,VDD,Metal1,39.1465,73.9030,4.999984
FILLER_14_37,VDD,Metal1,32.5280,73.7880,4.999984
FILLER_14_33,VDD,Metal1,25.7600,74.4800,4.999984
FILLER_14_29,VDD,Metal1,24.4600,74.0475,4.999984
FILLER_14_6,VDD,Metal1,10.3600,74.4800,4.999984
FILLER_14_2,VDD,Metal1,9.3400,74.0475,4.999984
FILLER_13_325,VDD,Metal1,189.0000,66.6400,4.999942
FILLER_13_309,VDD,Metal1,184.8480,67.3320,4.999942
FILLER_13_294,VDD,Metal1,171.6400,66.6400,4.999942
FILLER_13_290,VDD,Metal1,170.6200,67.0725,4.999942
FILLER_13_282,VDD,Metal1,167.3865,67.2165,4.999941
FILLER_13_278,VDD,Metal1,162.9600,66.6400,4.999939
FILLER_13_259,VDD,Metal1,153.2600,67.0725,4.999939
FILLER_13_224,VDD,Metal1,132.4400,66.6400,4.999934
FILLER_13_220,VDD,Metal1,131.4200,67.0725,4.999934
FILLER_13_212,VDD,Metal1,128.1865,67.2165,4.999934
FILLER_13_202,VDD,Metal1,122.5865,67.2165,4.999934
FILLER_13_186,VDD,Metal1,115.9680,67.3320,4.999934
FILLER_13_168,VDD,Metal1,101.0800,66.6400,4.999933
FILLER_13_166,VDD,Metal1,100.2400,66.6400,4.999933
FILLER_13_158,VDD,Metal1,97.9465,67.2165,4.999933
FILLER_13_142,VDD,Metal1,91.3280,67.3320,4.999933
FILLER_13_138,VDD,Metal1,84.5600,66.6400,4.999933
FILLER_13_129,VDD,Metal1,79.2400,66.6400,4.999933
FILLER_13_127,VDD,Metal1,78.4000,66.6400,4.999933
FILLER_13_119,VDD,Metal1,76.1065,67.2165,4.999933
FILLER_13_84,VDD,Metal1,54.0400,66.6400,4.999945
FILLER_13_59,VDD,Metal1,40.0400,66.6400,4.999951
FILLER_13_43,VDD,Metal1,35.8880,67.3320,4.999951
FILLER_13_26,VDD,Metal1,21.5600,66.6400,4.999954
FILLER_13_18,VDD,Metal1,19.5465,67.2165,4.999954
FILLER_12_325,VDD,Metal1,189.0000,66.6400,4.999942
FILLER_12_317,VDD,Metal1,186.9865,66.0630,4.999942
FILLER_12_255,VDD,Metal1,150.0800,66.6400,4.999936
FILLER_12_247,VDD,Metal1,147.7865,66.0630,4.999936
FILLER_12_243,VDD,Metal1,143.3600,66.6400,4.999936
FILLER_12_227,VDD,Metal1,138.9280,65.9480,4.999936
FILLER_12_158,VDD,Metal1,95.4800,66.6400,4.999933
FILLER_12_154,VDD,Metal1,94.4600,66.2075,4.999933
FILLER_12_119,VDD,Metal1,73.6400,66.6400,4.999934
FILLER_12_115,VDD,Metal1,72.6200,66.2075,4.999937
FILLER_12_107,VDD,Metal1,69.3865,66.0630,4.999940
FILLER_12_104,VDD,Metal1,65.2400,66.6400,4.999940
FILLER_12_102,VDD,Metal1,64.4000,66.6400,4.999940
FILLER_12_98,VDD,Metal1,63.1000,66.2075,4.999940
FILLER_12_90,VDD,Metal1,59.8665,66.0630,4.999940
FILLER_12_84,VDD,Metal1,54.0400,66.6400,4.999945
FILLER_12_82,VDD,Metal1,53.2000,66.6400,4.999945
FILLER_12_66,VDD,Metal1,44.2400,66.6400,4.999949
FILLER_12_51,VDD,Metal1,35.5600,66.6400,4.999951
FILLER_12_49,VDD,Metal1,34.7200,66.6400,4.999951
FILLER_12_45,VDD,Metal1,33.4200,66.2075,4.999951
FILLER_12_37,VDD,Metal1,30.1865,66.0630,4.999952
FILLER_12_27,VDD,Metal1,24.5865,66.0630,4.999952
FILLER_12_20,VDD,Metal1,18.2000,66.6400,4.999954
FILLER_12_18,VDD,Metal1,17.3600,66.6400,4.999953
FILLER_11_322,VDD,Metal1,188.5400,59.2325,4.999959
FILLER_11_314,VDD,Metal1,185.3065,59.3765,4.999959
FILLER_11_294,VDD,Metal1,171.9200,58.8000,4.999959
FILLER_11_290,VDD,Metal1,170.6200,59.2325,4.999959
FILLER_11_282,VDD,Metal1,167.3865,59.3765,4.999959
FILLER_11_272,VDD,Metal1,161.7865,59.3765,4.999956
FILLER_11_256,VDD,Metal1,155.1680,59.4920,4.999956
FILLER_11_224,VDD,Metal1,141.7955,59.5685,4.999954
FILLER_11_209,VDD,Metal1,124.0400,58.8000,4.999948
FILLER_11_207,VDD,Metal1,123.2000,58.8000,4.999948
FILLER_11_203,VDD,Metal1,121.9000,59.2325,4.999947
